english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
minister,ministro,,cognates,noun,government_politics,1300,1545,0.75,0.75,3,8,1.96,6,48.2,16.6,9.8,9.8,12
ministry,ministerio,,cognates,noun,religion_spirituality,1325,1545,0.667,0.7,3,8,2.37,4,48.5,16.6,11.9,8,12
minnow,minorista,Retailer,false_friends,noun,nature_geography,1400,1918,0.444,0.333,2,6,4.38,1,47.6,13.2,21.9,4,8.5
minocycline,minociclina,,cognates,noun,health_medicine,1960,1879,0.667,0.818,2,11,5.22,1,59.2,13.2,26.1,4,15.9
minor,menor,,cognates,noun,education_knowledge,1400,1545,0.667,0.8,2,5,2.38,11,44.3,13.2,11.9,13.3,6
minority,minoría,,cognates,noun,social,1736,1556,0.556,0.625,4,8,2.59,3,51.2,19.3,12.9,6.9,12
minoxidil,minoxidil,,cognates,noun,health_medicine,1970,1879,1,1,4,9,5.01,1,61.8,19.3,25,4,13.4
minuet,minueto,,cognates,noun,arts_entertainment,1608,1659,0.857,0.857,3,6,4.64,2,54,16.6,23.2,5.7,8.5
minute,minuto,,cognates,noun,time_calendar,1886,1556,0.714,0.833,2,6,2.02,8,43.1,13.2,10.1,11.3,8.5
minutes,minutos,,cognates,noun,time_calendar,1710,1556,0.75,0.857,2,7,1.69,7,42.6,13.2,8.5,10.6,10.4
misery,miseria,,cognates,noun,emotions_psychology,1325,1606,0.714,0.714,3,6,3.11,2,46.3,16.6,15.5,5.7,8.5
mission,misión,,cognates,noun,religion_spirituality,1769,1556,0.667,0.714,2,7,2.13,5,43.2,13.2,10.6,8.9,10.4
mitten,mitón,,cognates,noun,clothing_appearance,1325,1821,0.667,0.667,2,6,4.52,1,48.3,13.2,22.6,4,8.5
mnemonic,nemotecnia,,cognates,noun,education_knowledge,1753,1861,0.75,0.5,3,8,4.38,2,56.2,16.6,21.9,5.7,12
mobile,móvil,,cognates,noun,technology_tools,1325,1545,0.375,0.5,2,6,2.15,8,43.7,13.2,10.8,11.3,8.5
moccasin,mocasín,,cognates,noun,clothing_appearance,1600,1879,0.75,0.75,3,8,4.7,1,56.1,16.6,23.5,4,12
mode,modo,,cognates,noun,language_communication,1325,1542,0.75,0.75,1,4,2.37,6,30,8.3,11.9,9.8,0
model,modelo,,cognates,noun,language_communication,1508,1545,1,0.833,2,5,1.87,16,44.5,13.2,9.4,16,6
modem,módem,,loanword_en_to_es,noun,technology_tools,1500,1906,0.6,0.8,2,5,3.6,1,41.2,13.2,18,4,6
modernism,modernismo,,cognates,noun,arts_entertainment,1500,1659,1,0.9,4,9,3.87,3,59,19.3,19.4,6.9,13.4
modernness,modernez,,cognates,noun,values_ethics,1600,1927,0.75,0.7,3,10,7,1,70.3,16.6,35,4,14.7
modesty,modestia,,cognates,noun,values_ethics,1500,1542,0.667,0.75,3,7,3.76,2,51.5,16.6,18.8,5.7,10.4
modification,modificación,,cognates,noun,education_knowledge,1500,1556,0.8,0.833,5,12,3.23,4,62.6,21.5,16.1,8,17
modillion,modillón,,cognates,noun,housing_architecture,1500,1783,0.857,0.778,3,9,7,1,69.1,16.6,35,4,13.4
module,módulo,,cognates,noun,technology_tools,1508,1732,0.714,0.667,2,6,3.11,4,45.2,13.2,15.5,8,8.5
mohair,mohair,,cognates,noun,clothing_appearance,1500,1843,1,1,2,6,4.58,1,48.6,13.2,22.9,4,8.5
molality,molalidad,,cognates,noun,education_knowledge,1920,1790,0.625,0.667,4,8,5.74,1,64,19.3,28.7,4,12
molecule,molécula,,cognates,noun,education_knowledge,1794,1732,0.625,0.75,3,8,3.33,2,50.9,16.6,16.6,5.7,12
molest,molestar,To bother,false_friends,adjective,language_communication,1325,1760,0.75,0.75,2,6,4.27,2,48.7,13.2,21.3,5.7,8.5
mollusk,molusco,,cognates,noun,nature_geography,1783,1640,0.714,0.571,2,7,4.72,1,51.2,13.2,23.6,4,10.4
moloch,moloch,,cognates,noun,religion_spirituality,1600,1835,1,1,1,6,4.58,3,46.6,8.3,22.9,6.9,8.5
moment,momento,,cognates,noun,time_calendar,1781,1545,1,0.857,2,6,1.76,6,40.3,13.2,8.8,9.8,8.5
monastery,monasterio,,cognates,noun,religion_spirituality,1325,1562,0.8,0.8,4,9,3.35,1,53.5,19.3,16.8,4,13.4
monetarism,monetarismo,,cognates,noun,economics_commerce,1960,1879,1,0.909,5,10,5.3,1,66.7,21.5,26.5,4,14.7
monetization,monetización,,cognates,noun,economics_commerce,1856,1732,0.8,0.833,5,12,4.27,1,63.8,21.5,21.3,4,17
monism,monismo,,cognates,noun,religion_spirituality,1830,1646,1,0.857,3,6,4.89,1,53.6,16.6,24.5,4,8.5
monitor,monitor,,cognates,noun,education_knowledge,1500,1746,1,1,3,7,2.63,9,52.2,16.6,13.1,12,10.4
monitoring,monitorización,,cognates,noun,technology_tools,1920,1879,0.545,0.571,4,10,2.66,3,54.2,19.3,13.3,6.9,14.7
monocle,monóculo,,cognates,noun,clothing_appearance,1708,1781,0.625,0.625,3,7,4.53,1,53.7,16.6,22.6,4,10.4
monoculture,monocultivo,,cognates,noun,economics_commerce,1900,1845,0.636,0.727,3,11,4.7,1,60,16.6,23.5,4,15.9
monolith,monolito,,cognates,noun,language_communication,1830,1804,0.857,0.875,3,8,4.19,1,53.6,16.6,20.9,4,12
monoplane,monoplano,,cognates,noun,technology_tools,1900,1879,0.857,0.889,3,9,4.92,1,58.7,16.6,24.6,4,13.4
monorail,monorraíl,,cognates,noun,transportation,1880,1928,0.75,0.778,3,8,4.31,1,54.2,16.6,21.6,4,12
monster,monstruo,,cognates,noun,arts_entertainment,1400,1545,0.75,0.625,2,7,2.51,5,45.1,13.2,12.5,8.9,10.4
monument,monumento,,cognates,noun,housing_architecture,1600,1545,1,0.889,3,8,3.1,3,51.1,16.6,15.5,6.9,12
moquette,moqueta,,cognates,noun,housing_architecture,1700,1603,0.857,0.75,2,8,5.91,1,58.7,13.2,29.6,4,12
moral,moral,,cognates,adjective,values_ethics,1325,1545,1,1,2,5,2.54,3,38.8,13.2,12.7,6.9,6
morgue,morgue,,cognates,noun,health_medicine,1508,1807,1,1,1,6,3.92,1,40.4,8.3,19.6,4,8.5
morion,morrión,,cognates,noun,clothing_appearance,1500,1616,0.833,0.714,2,6,5.71,1,54.2,13.2,28.6,4,8.5
morphine,morphine,,cognates,noun,health_medicine,1810,1844,1,1,2,8,3.63,1,47.3,13.2,18.1,4,12
mortal,mortal,,cognates,noun,language_communication,1325,1556,1,1,2,6,3.14,5,46.3,13.2,15.7,8.9,8.5
mortality,mortalidad,,cognates,noun,health_medicine,1325,1556,0.778,0.7,4,9,3.1,2,53.9,19.3,15.5,5.7,13.4
mortar,mortero,,cognates,noun,housing_architecture,1000,1556,0.667,0.714,2,6,3.25,4,45.9,13.2,16.2,8,8.5
mosaic,mosaico,,cognates,noun,arts_entertainment,1500,1571,1,0.857,3,6,3.42,7,52.8,16.6,17.1,10.6,8.5
mosquito,mezquita,mosque,false_friends,noun,nature_geography,1325,1564,0.5,0.625,3,8,3.39,1,49.6,16.6,16.9,4,12
motel,motel,,cognates,noun,housing_architecture,1920,1781,1,1,2,5,3.39,1,40.1,13.2,16.9,4,6
mother,madre,,cognates,noun,family_kinship,1000,1542,0.375,0.333,2,6,1.76,7,41.1,13.2,8.8,10.6,8.5
motivation,motivación,,cognates,noun,emotions_psychology,1873,1616,0.778,0.8,4,10,2.78,3,54.8,19.3,13.9,6.9,14.7
motive,motivo,,cognates,noun,emotions_psychology,1325,1542,0.833,0.833,2,6,3.06,5,45.9,13.2,15.3,8.9,8.5
motor,motor,,cognates,noun,technology_tools,1856,1542,1,1,2,5,2.47,5,40.5,13.2,12.3,8.9,6
motorcycle,motocicleta,,cognates,noun,transportation,1890,1879,0.6,0.636,4,10,2.93,2,54.3,19.3,14.6,5.7,14.7
motorcycling,motociclismo,,cognates,verb,transportation,1900,1830,0.545,0.583,4,12,4.55,2,64.7,19.3,22.8,5.7,17
motorization,motorización,,cognates,noun,technology_tools,1900,1847,0.8,0.833,4,12,5.36,1,67.1,19.3,26.8,4,17
mouflon,muflón,,cognates,noun,nature_geography,1708,1779,0.714,0.714,2,7,5.71,1,56.1,13.2,28.6,4,10.4
mountain,montaña,,cognates,noun,nature_geography,1200,1562,0.625,0.625,2,8,2.27,2,42.2,13.2,11.3,5.7,12
mouse,mouse,,loanword_en_to_es,noun,nature_geography,1000,1804,1,1,1,5,2.69,6,37.6,8.3,13.5,9.8,6
movement,movimiento,,cognates,noun,transportation,1828,1545,0.857,0.7,2,8,2.03,11,48.6,13.2,10.2,13.3,12
much,mucho,,cognates,adjective,language_communication,1200,1522,0.8,0.8,1,4,1,7,23.9,8.3,5,10.6,0
mudra,mudra,,cognates,noun,religion_spirituality,1810,1842,1,1,2,5,4.77,1,47,13.2,23.8,4,6
mule,mula,,cognates,noun,nature_geography,1000,1564,0.6,0.75,1,4,3.56,2,31.8,8.3,17.8,5.7,0
multiculturalism,multiculturalismo,,cognates,noun,values_ethics,1950,1879,0.9,0.941,7,16,3.91,1,68.5,25,19.6,4,20
multiplexer,multiplexor,,cognates,noun,technology_tools,1960,1958,0.9,0.909,4,11,4.92,1,63.8,19.3,24.6,4,15.9
multiplication,multiplicación,,cognates,noun,education_knowledge,1325,1556,0.818,0.857,5,14,3.74,3,66.1,21.5,18.7,6.9,19
multiprocessor,multiprocesador,,cognates,noun,technology_tools,1960,1971,0.846,0.867,5,14,4.98,1,69.4,21.5,24.9,4,19
muscle,músculo,,cognates,noun,health_medicine,1325,1578,0.625,0.571,2,6,2.56,6,44.3,13.2,12.8,9.8,8.5
museum,museo,,cognates,noun,education_knowledge,1600,1545,0.8,0.667,3,6,2.29,1,40.6,16.6,11.4,4,8.5
music,música,,cognates,noun,arts_entertainment,1325,1545,0.571,0.667,2,5,1.48,5,35.5,13.2,7.4,8.9,6
musical,musical,,cognates,adjective,arts_entertainment,1500,1573,1,1,3,7,2.49,5,48.4,16.6,12.5,8.9,10.4
musicality,musicalidad,,cognates,noun,arts_entertainment,1830,1659,0.7,0.727,5,10,4.57,1,63,21.5,22.9,4,14.7
musician,músico,,cognates,noun,arts_entertainment,1325,1545,0.444,0.5,3,8,2.99,2,49.2,16.6,15,5.7,12
musket,mosquete,,cognates,noun,technology_tools,1325,1618,0.625,0.5,2,6,4.1,1,46.2,13.2,20.5,4,8.5
muslin,muselina,,cognates,noun,clothing_appearance,1600,1773,0.75,0.75,2,6,4.36,1,47.5,13.2,21.8,4,8.5
mustang,mustang,,loanword_es_to_en,noun,nature_geography,1808,1868,1,1,2,7,3.42,1,44.7,13.2,17.1,4,10.4
mysterious,misterioso,,cognates,adjective,emotions_psychology,1325,1556,0.778,0.7,4,10,2.83,2,53.8,19.3,14.2,5.7,14.7
mysticism,misticismo,,cognates,noun,religion_spirituality,1700,1571,0.714,0.8,4,9,3.93,2,58,19.3,19.7,5.7,13.4
nacho,nacho,,loanword_es_to_en,noun,food_cuisine,1943,1717,1,1,2,5,3.98,1,43.1,13.2,19.9,4,6
name,nombre,,cognates,noun,language_communication,1400,1542,0.429,0.5,1,4,1.39,15,30.8,8.3,6.9,15.5,0
nankeen,nankín,,cognates,noun,clothing_appearance,1700,1887,0.6,0.714,2,7,5.8,1,56.6,13.2,29,4,10.4
narrator,narrador,,cognates,noun,language_communication,1941,1573,0.667,0.875,3,8,3.19,1,48.6,16.6,15.9,4,12
nasality,nasalidad,,cognates,noun,language_communication,1708,1800,0.625,0.667,3,8,5.65,1,60.9,16.6,28.2,4,12
natatorium,natatorio,,cognates,noun,sports_recreation,1830,1842,0.75,0.8,4,10,5.43,1,65.2,19.3,27.1,4,14.7
nation,nación,,cognates,noun,government_politics,1300,1542,0.429,0.667,2,6,2.12,4,40.3,13.2,10.6,8,8.5
national,nacional,,cognates,adjective,government_politics,1887,1545,0.714,0.875,3,8,1.49,8,47.4,16.6,7.5,11.3,12
nationalism,nacionalismo,,cognates,noun,government_politics,1708,1571,0.778,0.833,5,11,3.17,4,61.2,21.5,15.8,8,15.9
natural,natural,,cognates,adjective,nature_geography,1300,1542,1,1,3,7,1.89,13,50.9,16.6,9.4,14.4,10.4
naturally,naturalmente,,cognates,adverb,nature_geography,1300,1556,0.667,0.583,4,9,2.52,4,53.3,19.3,12.6,8,13.4
nave,nave,,cognates,noun,religion_spirituality,1000,1545,1,1,1,4,3.94,1,32,8.3,19.7,4,0
navigation,navegación,,cognates,noun,transportation,1500,1556,0.5,0.7,4,10,2.97,3,55.8,19.3,14.8,6.9,14.7
necessary,necesario,,cognates,adjective,values_ethics,1325,1545,0.667,0.667,4,9,2.09,3,50.1,19.3,10.4,6.9,13.4
necessity,necesidad,,cognates,noun,values_ethics,1325,1545,0.556,0.556,4,9,3.09,2,53.8,19.3,15.4,5.7,13.4
necropsy,necropsia,,cognates,noun,health_medicine,1839,1578,0.7,0.778,2,8,4.97,1,54,13.2,24.9,4,12
negative,negativo,,cognates,adjective,emotions_psychology,1400,1545,0.875,0.875,3,8,2.21,12,53.5,16.6,11.1,13.9,12
negativity,negatividad,,cognates,noun,emotions_psychology,1820,1745,0.778,0.727,5,10,3.51,4,61.7,21.5,17.5,8,14.7
negligee,negligé,,cognates,noun,clothing_appearance,1700,1633,0.833,0.75,2,8,5.11,1,54.7,13.2,25.6,4,12
negotiation,negociación,,cognates,noun,economics_commerce,1325,1556,0.667,0.727,5,11,3.22,2,59.1,21.5,16.1,5.7,15.9
neocolonialism,neocolonialismo,,cognates,noun,government_politics,1880,1840,1,0.933,4,14,5.28,1,68.7,19.3,26.4,4,19
neomycin,neomicina,,cognates,noun,health_medicine,1940,1879,0.75,0.778,1,8,5.22,1,50.4,8.3,26.1,4,12
neoplatonism,neoplatonismo,,cognates,noun,education_knowledge,1830,1633,1,0.923,4,12,5.18,1,66.2,19.3,25.9,4,17
nervous,nervioso,,cognates,adjective,emotions_psychology,1734,1573,0.75,0.625,2,7,2.58,5,45.4,13.2,12.9,8.9,10.4
neutralization,neutralización,,cognates,noun,education_knowledge,1747,1732,0.75,0.857,5,14,4.62,4,71.6,21.5,23.1,8,19
neutron,neutrón,,cognates,noun,education_knowledge,1921,1860,0.714,0.857,2,7,3.56,1,45.4,13.2,17.8,4,10.4
nevirapine,nevirapina,,cognates,noun,health_medicine,1990,1990,1,0.9,3,10,5.5,1,62.8,16.6,27.5,4,14.7
nick,nick,,cognates,noun,language_communication,1325,1737,1,1,1,4,2.41,7,31,8.3,12.1,10.6,0
noesis,noesis,,cognates,noun,education_knowledge,1820,1840,1,1,2,6,5.5,1,53.2,13.2,27.5,4,8.5
nominalism,nominalismo,,cognates,noun,education_knowledge,1830,1781,1,0.909,4,10,5.33,1,64.7,19.3,26.6,4,14.7
normal,normal,,cognates,adjective,values_ethics,1500,1545,1,1,2,6,1.99,5,40.6,13.2,10,8.9,8.5
normally,normalmente,,cognates,adverb,values_ethics,1500,1626,0.667,0.545,3,8,2.43,1,44.8,16.6,12.1,4,12
notice,noticia,News,false_friends,noun,language_communication,1325,1633,0.714,0.714,2,6,2.1,11,45.4,13.2,10.5,13.3,8.5
notion,noción,,cognates,noun,language_communication,1325,1556,0.5,0.667,2,6,2.83,4,43.8,13.2,14.2,8,8.5
noumenon,noúmeno,,cognates,noun,education_knowledge,1708,1848,0.667,0.75,1,8,5.54,1,52,8.3,27.7,4,12
novel,novela,,cognates,noun,arts_entertainment,1325,1542,0.833,0.833,2,5,2.37,4,39,13.2,11.9,8,6
novocaine,novocaína,,cognates,noun,health_medicine,1900,1745,0.625,0.778,2,9,5.1,1,56.1,13.2,25.5,4,13.4
nude,nudo,Knot,false_friends,noun,clothing_appearance,1150,1796,0.6,0.75,1,4,3,5,32.3,8.3,15,8.9,0
number,nombre,Name/Noun,false_friends,noun,education_knowledge,1000,1500,0.714,0.5,2,6,1.38,17,45.1,13.2,6.9,16.5,8.5
numerosity,numerosidad,,cognates,noun,education_knowledge,1508,1671,0.667,0.727,4,10,5.67,1,66.4,19.3,28.4,4,14.7
numerous,numeroso,,cognates,adjective,language_communication,1300,1545,1,0.75,3,8,2.35,1,44.4,16.6,11.7,4,12
nutrient,nutria,otter,false_friends,noun,health_medicine,1000,1640,0.714,0.625,3,8,3.49,3,53,16.6,17.5,6.9,12
nystagmus,nistagmo,,cognates,noun,health_medicine,1790,1820,0.6,0.667,3,9,4.93,1,58.7,16.6,24.6,4,13.4
obedience,obediencia,,cognates,noun,values_ethics,1200,1542,0.875,0.8,4,9,3.5,3,57.2,19.3,17.5,6.9,13.4
obesity,obesidad,,cognates,noun,health_medicine,1600,1684,0.556,0.625,4,7,3.19,1,49.7,19.3,15.9,4,10.4
obfuscation,ofuscación,,cognates,noun,language_communication,1325,1767,0.727,0.727,4,11,4.44,3,64.3,19.3,22.2,6.9,15.9
object,objeto,,cognates,noun,education_knowledge,1500,1545,0.833,0.667,2,6,2.44,7,44.5,13.2,12.2,10.6,8.5
objective,objetivo,,cognates,noun,education_knowledge,1738,1573,0.875,0.778,3,9,2.64,6,53,16.6,13.2,9.8,13.4
objectivity,objetividad,,cognates,noun,education_knowledge,1800,1621,0.636,0.636,5,11,3.9,1,60.9,21.5,19.5,4,15.9
obliteration,obliteración,,cognates,noun,language_communication,1600,1745,0.818,0.833,5,12,4.63,2,67.3,21.5,23.1,5.7,17
oboe,oboe,,cognates,noun,arts_entertainment,1700,1759,1,1,2,4,4.31,1,38.7,13.2,21.6,4,0
obscenity,obscenidad,,cognates,noun,values_ethics,1508,1629,0.636,0.7,4,9,4.1,3,60.2,19.3,20.5,6.9,13.4
obscurantism,oscurantismo,,cognates,noun,education_knowledge,1820,1556,0.909,0.833,4,12,5.34,2,68.6,19.3,26.7,5.7,17
obsequiousness,obsequiosidad,,cognates,noun,emotions_psychology,1325,1787,0.7,0.643,4,14,5.58,1,70.2,19.3,27.9,4,19
observation,observación,,cognates,noun,education_knowledge,1200,1556,0.75,0.818,4,11,2.87,5,58.5,19.3,14.4,8.9,15.9
observatory,observatorio,,cognates,noun,housing_architecture,1608,1556,0.8,0.833,5,11,3.29,2,59.5,21.5,16.4,5.7,15.9
obstacle,obstáculo,,cognates,noun,education_knowledge,1325,1545,0.6,0.667,3,8,3.28,2,50.7,16.6,16.4,5.7,12
obturator,obturador,,cognates,noun,health_medicine,1600,1763,0.857,0.889,4,9,5.1,1,62.2,19.3,25.5,4,13.4
obviously,obviamente,,cognates,adverb,language_communication,1600,1542,0.308,0.4,4,9,2.2,1,47.7,19.3,11,4,13.4
ocarina,ocarina,,cognates,noun,arts_entertainment,1870,1748,1,1,3,7,4.55,1,53.8,16.6,22.8,4,10.4
occasion,ocasión,,cognates,noun,time_calendar,1749,1556,0.857,0.75,3,8,2.62,6,51.5,16.6,13.1,9.8,12
occupation,ocupación,,cognates,noun,economics_commerce,1940,1556,0.778,0.7,4,10,2.8,5,57,19.3,14,8.9,14.7
ocean,océano,,cognates,noun,nature_geography,1300,1573,0.667,0.667,2,5,2.3,2,36.3,13.2,11.5,5.7,6
octant,octante,,cognates,noun,technology_tools,1608,1748,0.833,0.857,2,6,5.48,1,53.1,13.2,27.4,4,8.5
october,octubre,,cognates,noun,time_calendar,1917,1542,0.857,0.571,3,7,1.89,1,40.5,16.6,9.4,4,10.4
odometer,odómetro,,cognates,noun,technology_tools,1700,1789,0.857,0.625,4,8,4.55,1,58.1,19.3,22.8,4,12
odontology,odontología,,cognates,noun,health_medicine,1810,1578,0.667,0.818,4,10,5.5,1,65.5,19.3,27.5,4,14.7
odyssey,odisea,,cognates,noun,arts_entertainment,1600,1542,0.571,0.571,3,7,3.45,2,49.9,16.6,17.2,5.7,10.4
offense,ofensa,,cognates,noun,values_ethics,1400,1556,0.833,0.714,2,7,2.74,5,46.2,13.2,13.7,8.9,10.4
office,oficio,job,false_friends,noun,housing_architecture,1200,1500,0.8,0.5,2,6,1.6,7,40.3,13.2,8,10.6,8.5
official,oficial,,cognates,noun,government_politics,1400,1545,1,0.875,3,8,1.86,7,48.5,16.6,9.3,10.6,12
ohmmeter,ohmetro,,cognates,noun,technology_tools,1880,1926,1,0.625,3,8,5.71,1,61.2,16.6,28.6,4,12
oil,óleo,,cognates,noun,education_knowledge,1325,1617,0.4,0,1,3,1.9,6,27.6,8.3,9.5,9.8,0
ok,ok,,loanword_en_to_es,noun,language_communication,1839,1620,1,1,2,2,1.86,4,30.5,13.2,9.3,8,0
onanism,onanismo,,cognates,noun,religion_spirituality,1711,1772,1,0.875,1,7,5.6,2,52.4,8.3,28,5.7,10.4
once,once,Eleven,false_friends,adverb,time_calendar,1000,1784,1,1,1,4,1.47,3,22.6,8.3,7.3,6.9,0
online,online,,loanword_en_to_es,noun,technology_tools,1910,1840,1,1,2,6,1.81,3,37.6,13.2,9,6.9,8.5
opalescence,opalescencia,,cognates,noun,nature_geography,1800,1836,0.889,0.833,2,11,5.47,1,60.4,13.2,27.3,4,15.9
opera,ópera,,cognates,noun,arts_entertainment,1600,1545,0.667,0.8,2,5,2.73,3,39.8,13.2,13.7,6.9,6
operand,operando,,cognates,noun,education_knowledge,1840,1641,1,0.875,3,7,4.81,1,55.1,16.6,24.1,4,10.4
operation,operación,,cognates,noun,technology_tools,1600,1556,0.7,0.778,4,9,2.08,11,56.4,19.3,10.4,13.3,13.4
operator,operador,,cognates,noun,technology_tools,1600,1701,0.714,0.875,4,8,2.68,5,53.7,19.3,13.4,8.9,12
opiate,opiáceo,,cognates,noun,health_medicine,1325,1833,0.5,0.571,3,6,4.11,1,49.7,16.6,20.5,4,8.5
opinion,opinion,,cognates,noun,language_communication,1325,1545,1,1,3,7,2.06,6,47.1,16.6,10.3,9.8,10.4
opium,opio,,cognates,noun,health_medicine,1325,1573,0.6,0.6,3,5,3.54,1,44.3,16.6,17.7,4,6
opportunity,oportunidad,,cognates,noun,language_communication,1911,1545,0.7,0.636,5,11,2.05,1,51.6,21.5,10.2,4,15.9
opposition,oposición,,cognates,noun,government_politics,1400,1556,0.625,0.7,4,10,2.43,8,57.5,19.3,12.1,11.3,14.7
optimization,optimización,,cognates,noun,technology_tools,1857,1857,0.8,0.833,5,12,3.34,1,59.2,21.5,16.7,4,17
option,opción,,cognates,noun,language_communication,1325,1556,0.571,0.667,2,6,2.2,3,39.6,13.2,11,6.9,8.5
optional,opcional,,cognates,adjective,language_communication,1600,1781,0.75,0.875,3,8,3.09,1,48.1,16.6,15.4,4,12
optometry,optometría,,cognates,noun,health_medicine,1886,1867,0.667,0.8,4,9,4.37,1,58.6,19.3,21.9,4,13.4
orange,naranja,,cognates,noun,food_cuisine,1325,1578,0.429,0.429,2,6,2.38,6,43.4,13.2,11.9,9.8,8.5
orangutan,orangután,,cognates,noun,nature_geography,1608,1785,0.875,0.889,4,9,4.2,1,57.7,19.3,21,4,13.4
orca,orca,,cognates,noun,nature_geography,1841,1775,1,1,2,4,4.07,1,37.5,13.2,20.4,4,0
orchestra,orquesta,,cognates,noun,arts_entertainment,1600,1545,0.6,0.667,3,9,2.99,2,50.7,16.6,15,5.7,13.4
ordinary,ordinario,Vulgar,false_friends,adjective,values_ethics,1382,1599,0.857,0.778,4,8,2.58,7,54.8,19.3,12.9,10.6,12
ordination,ordenación,,cognates,noun,religion_spirituality,1400,1556,0.6,0.7,4,10,3.59,3,58.9,19.3,17.9,6.9,14.7
organ,órgano,,cognates,noun,health_medicine,1000,1556,0.833,0.667,2,5,2.86,6,43.3,13.2,14.3,9.8,6
organic,orgánico,,cognates,adjective,language_communication,1778,1556,0.75,0.75,3,7,2.6,7,50.6,16.6,13,10.6,10.4
organization,organización,,cognates,noun,social,1873,1542,0.7,0.833,5,12,2.08,7,59.5,21.5,10.4,10.6,17
orgasm,orgasmo,,cognates,noun,health_medicine,1763,1745,1,0.857,3,6,3.33,1,45.8,16.6,16.6,4,8.5
orgy,orgía,,cognates,noun,social,1500,1732,0.5,0.6,2,4,3.76,3,38.9,13.2,18.8,6.9,0
origami,origami,,cognates,noun,arts_entertainment,1956,1931,1,1,2,7,4.06,1,47.9,13.2,20.3,4,10.4
origin,origen,,cognates,noun,language_communication,1325,1522,0.833,0.833,3,6,2.45,6,47.2,16.6,12.2,9.8,8.5
original,original,,cognates,adjective,language_communication,1400,1542,1,1,4,8,1.84,6,50.3,19.3,9.2,9.8,12
originalism,originalismo,,cognates,noun,government_politics,1980,1732,1,0.917,4,11,5.24,1,65.4,19.3,26.2,4,15.9
ornithopter,ornitóptero,,cognates,noun,transportation,1900,1909,0.778,0.727,2,11,5.53,1,60.7,13.2,27.7,4,15.9
orthodontics,ortodoncia,,cognates,noun,health_medicine,1900,1879,0.7,0.667,4,12,4.63,1,63.4,19.3,23.1,4,17
oscillator,oscilador,,cognates,noun,technology_tools,1708,1796,0.778,0.8,4,10,4.04,1,58.2,19.3,20.2,4,14.7
oscillogram,oscilograma,,cognates,noun,technology_tools,1900,1879,1,0.818,4,11,7,1,74.2,19.3,35,4,15.9
oscillograph,oscilógrafo,,cognates,noun,technology_tools,1870,1879,0.667,0.667,4,12,7,1,75.3,19.3,35,4,17
oscilloscope,osciloscopio,,cognates,noun,technology_tools,1900,1879,0.857,0.75,4,12,4.6,1,63.3,19.3,23,4,17
osteopathy,osteopatía,,cognates,noun,health_medicine,1857,1879,0.667,0.8,3,10,4.76,1,59.1,16.6,23.8,4,14.7
ouija,güija,,cognates,noun,religion_spirituality,1890,1954,0.429,0.6,2,5,4.26,1,44.5,13.2,21.3,4,6
ounce,onza,,cognates,noun,education_knowledge,1300,1578,0.286,0.4,1,5,3.2,3,37.2,8.3,16,6.9,6
overall,overol,,cognates,adjective,language_communication,1000,1888,0.833,0.714,3,7,2.1,4,45.5,16.6,10.5,8,10.4
overproduction,sobreproducción,,cognates,noun,economics_commerce,1400,1835,0.643,0.6,5,14,4.62,1,67.6,21.5,23.1,4,19
overprotection,sobreprotección,,cognates,noun,emotions_psychology,1880,1871,0.667,0.6,5,14,5.98,1,74.4,21.5,29.9,4,19
oversimplification,sobresimplificación,,cognates,noun,emotions_psychology,1835,1944,0.75,0.684,7,18,4.61,2,73.7,25,23,5.7,20
oyster,ostrea,,cognates,noun,food_cuisine,1600,1765,0.714,0.5,2,6,3.46,4,47,13.2,17.3,8,8.5
pace,paso,,cognates,noun,language_communication,1325,1542,0.333,0.5,1,4,2.62,10,34.1,8.3,13.1,12.6,0
pachinko,pachinko,,cognates,noun,sports_recreation,1953,1956,1,1,3,8,4.62,1,55.7,16.6,23.1,4,12
pachisi,pachisi,,cognates,noun,sports_recreation,1800,1903,1,1,1,7,7,1,57.7,8.3,35,4,10.4
pacificism,pacifismo,,cognates,noun,values_ethics,1900,1817,0.875,0.7,3,10,7,2,72,16.6,35,5.7,14.7
paddle,pala,,cognates,noun,sports_recreation,1325,1556,0.6,0.5,2,6,3.51,10,51.9,13.2,17.5,12.6,8.5
paddock,prado,,cognates,noun,sports_recreation,1325,1556,0.571,0.429,2,7,3.89,1,47,13.2,19.4,4,10.4
paella,paella,,loanword_es_to_en,noun,food_cuisine,1879,1713,1,1,2,6,4.37,1,47.5,13.2,21.9,4,8.5
page,página,,cognates,noun,language_communication,1200,1542,0.429,0.333,1,4,1.88,9,29.7,8.3,9.4,12,0
pagoda,pagoda,,cognates,noun,religion_spirituality,1508,1724,1,1,3,6,4.15,1,49.9,16.6,20.8,4,8.5
paintball,paintball,,cognates,noun,sports_recreation,1980,1996,1,1,2,9,3.97,2,52.1,13.2,19.9,5.7,13.4
